Date,Open,High,Low,Close,Adj Close,Volume
2000-01-11,16.125000,16.875000,16.000000,16.437500,11.438204,39700
2000-01-12,16.500000,17.125000,16.500000,17.125000,11.916602,25100
2000-01-13,17.250000,17.500000,16.875000,16.937500,11.786137,62000
2000-01-14,17.000000,17.750000,16.875000,17.500000,12.177553,183100
2000-01-18,17.750000,18.250000,17.750000,18.000000,12.525483,77300
2000-01-19,18.000000,18.375000,17.937500,18.250000,12.699450,34500
2000-01-20,18.250000,18.250000,17.375000,17.500000,12.177553,42200
2000-01-21,17.437500,17.500000,17.250000,17.375000,12.090569,16000
2000-01-24,17.500000,17.500000,17.000000,17.125000,11.916602,10700
2000-01-25,17.125000,17.500000,17.062500,17.250000,12.003589,19200
2000-01-26,17.250000,17.500000,17.250000,17.437500,12.134068,16600
2000-01-27,17.437500,18.000000,17.437500,17.500000,12.177553,33600
2000-01-28,17.625000,17.625000,17.312500,17.375000,12.090569,3900
2000-01-31,17.125000,17.500000,17.125000,17.500000,12.177553,53900
2000-02-01,17.375000,17.750000,17.375000,17.750000,12.351517,15400
2000-02-02,18.000000,18.125000,17.875000,17.937500,12.481994,92700
2000-02-03,18.062500,18.125000,17.937500,18.000000,12.525483,35200
2000-02-04,18.125000,18.562500,18.125000,18.437500,12.829919,51500
2000-02-07,18.437500,18.562500,18.375000,18.500000,12.873411,25200
2000-02-08,18.500000,18.875000,18.500000,18.562500,12.916905,45300
2000-02-09,18.750000,18.750000,18.375000,18.375000,12.786430,9100
2000-02-10,18.500000,18.500000,17.875000,17.875000,12.438502,9700
2000-02-11,17.875000,18.000000,17.875000,17.937500,12.481994,24700
2000-02-14,18.062500,18.062500,17.875000,18.000000,12.525483,7100
2000-02-15,17.875000,18.000000,17.875000,17.875000,12.438502,4900
2000-02-16,17.875000,18.500000,17.875000,18.500000,12.873411,69000
2000-02-17,18.500000,18.687500,18.312500,18.375000,12.786430,28100
2000-02-18,18.375000,18.562500,18.375000,18.500000,12.873411,5000
2000-02-22,18.625000,18.812500,18.562500,18.562500,12.916905,10700
2000-02-23,18.562500,18.937500,18.562500,18.812500,13.090874,5700
2000-02-24,18.875000,19.125000,18.875000,19.000000,13.221338,61800
2000-02-25,19.000000,19.250000,19.000000,19.250000,13.395311,41400
2000-02-28,19.250000,20.125000,19.250000,20.125000,14.004185,35700
2000-02-29,21.750000,21.875000,21.625000,21.875000,15.221938,79900
2000-03-01,22.500000,22.750000,21.750000,21.750000,15.134959,140600
2000-03-02,22.000000,22.250000,22.000000,22.062500,15.352415,26600
2000-03-03,22.125000,22.125000,22.062500,22.125000,15.395907,17300
2000-03-06,22.062500,22.250000,22.062500,22.062500,15.352415,9900
2000-03-07,22.125000,22.125000,21.750000,22.000000,15.308929,26200
2000-03-08,22.000000,22.187500,22.000000,22.000000,15.308929,31700
2000-03-09,21.875000,22.000000,21.750000,22.000000,15.308929,7800
2000-03-10,22.000000,22.125000,21.937500,22.125000,15.395907,5200
2000-03-13,22.375000,23.125000,22.250000,22.875000,15.917802,27900
2000-03-14,22.875000,23.000000,22.875000,22.875000,15.917802,1300
2000-03-15,23.125000,24.125000,22.625000,24.125000,16.787624,29000
2000-03-16,24.125000,25.000000,24.125000,24.375000,16.961588,19500
2000-03-17,23.375000,24.750000,23.375000,24.750000,17.222544,73300
2000-03-20,24.000000,24.250000,23.875000,24.000000,16.700651,134700
2000-03-21,23.750000,24.000000,23.750000,24.000000,16.700651,172200
2000-03-22,23.750000,23.750000,22.625000,22.625000,15.743834,35900
2000-03-23,22.625000,22.625000,22.500000,22.500000,15.656857,1300
2000-03-24,22.500000,22.500000,22.375000,22.437500,15.613358,5600
2000-03-27,22.187500,22.187500,22.000000,22.062500,15.352415,19600
2000-03-28,22.062500,22.062500,19.750000,20.000000,13.917206,42600
2000-03-29,19.750000,19.875000,19.750000,19.750000,13.743241,77000
2000-03-30,19.812500,20.500000,19.812500,20.437500,14.221649,18700
2000-03-31,20.437500,20.437500,20.250000,20.250000,14.091165,23500
2000-04-03,20.250000,20.687500,20.250000,20.625000,14.352116,4000
2000-04-04,20.625000,20.875000,20.625000,20.750000,14.439098,77700
2000-04-05,20.750000,21.437500,20.625000,21.437500,14.917505,32700
2000-04-06,21.375000,22.437500,21.125000,22.375000,15.569872,12500
2000-04-07,22.250000,24.437500,22.250000,24.250000,16.874607,44500
2000-04-10,24.250000,24.250000,24.000000,24.000000,16.700651,16100
2000-04-11,24.125000,24.125000,24.000000,24.062500,16.744137,6300
2000-04-12,24.000000,24.000000,23.812500,23.875000,16.613663,3800
2000-04-13,23.750000,23.750000,23.375000,23.375000,16.265741,4900
2000-04-14,23.250000,23.250000,23.000000,23.000000,16.004791,10200
2000-04-17,22.875000,22.875000,22.375000,22.437500,15.613358,15500
2000-04-18,22.312500,22.312500,21.875000,21.937500,15.265435,2900
2000-04-19,21.812500,21.937500,21.000000,21.000000,14.613069,20400
2000-04-20,21.000000,21.156250,20.937500,21.125000,14.700048,78800
2000-04-24,21.062500,21.625000,21.000000,21.625000,15.047980,15100
2000-04-25,21.875000,24.500000,21.687500,24.000000,16.700651,74600
2000-04-26,24.250000,24.250000,23.812500,24.125000,16.787624,67700
2000-04-27,24.000000,24.375000,24.000000,24.312500,16.918100,12600
2000-04-28,24.500000,26.000000,24.375000,26.000000,18.092373,43100
2000-05-01,26.250000,26.500000,24.000000,24.000000,16.700651,97500
2000-05-02,24.125000,24.125000,23.750000,23.812500,16.570173,6100
2000-05-03,23.562500,24.375000,23.562500,24.250000,16.874607,23000
2000-05-04,24.000000,24.000000,23.625000,23.625000,16.439701,6300
2000-05-05,23.500000,23.875000,23.500000,23.687500,16.483194,6200
2000-05-08,23.562500,24.125000,23.500000,24.000000,16.700651,20400
2000-05-09,24.125000,24.375000,24.062500,24.375000,16.961588,19900
2000-05-10,24.500000,25.062500,24.375000,25.062500,17.439997,23400
2000-05-11,25.125000,25.750000,25.125000,25.250000,17.570473,30200
2000-05-12,25.000000,25.750000,24.875000,25.750000,17.918404,32300
2000-05-15,25.750000,26.500000,25.625000,25.750000,17.918404,73700
2000-05-16,25.812500,26.500000,25.625000,26.250000,18.266335,26100
2000-05-17,26.375000,26.500000,26.250000,26.375000,18.353312,5300
2000-05-18,26.375000,26.375000,26.062500,26.187500,18.222841,9400
2000-05-19,26.187500,26.187500,26.000000,26.125000,18.179350,38200
2000-05-22,26.000000,26.000000,25.812500,25.812500,17.961897,6700
2000-05-23,25.375000,25.375000,23.750000,23.750000,16.526674,63200
2000-05-24,23.250000,23.625000,23.000000,23.250000,16.178751,33100
2000-05-25,23.375000,23.500000,23.375000,23.375000,16.265741,12500
2000-05-26,23.375000,23.625000,23.250000,23.250000,16.178751,64800
2000-05-30,23.250000,23.250000,22.812500,23.250000,16.178751,89000
2000-05-31,23.250000,24.187500,23.250000,24.062500,16.744137,68300
2000-06-01,24.062500,24.750000,24.062500,24.375000,16.961588,38200
2000-06-02,24.500000,26.000000,24.500000,25.750000,17.918404,62400
2000-06-05,25.625000,27.000000,25.375000,26.875000,18.701239,145400
2000-06-06,26.875000,26.875000,26.375000,26.437500,18.396812,61200
2000-06-07,26.437500,26.437500,25.937500,25.937500,18.048876,16400
2000-06-08,25.812500,25.812500,25.375000,25.437500,17.700941,32200
2000-06-09,25.375000,25.437500,25.250000,25.437500,17.700941,29700
2000-06-12,25.437500,25.437500,24.500000,25.250000,17.570473,75500
2000-06-13,24.750000,26.000000,24.750000,26.000000,18.092373,185700
2000-06-14,26.000000,26.937500,26.000000,26.812500,18.657759,162900
2000-06-15,27.062500,28.000000,27.062500,27.500000,19.136156,104300
2000-06-16,27.500000,29.250000,27.500000,29.000000,20.179943,222700
2000-06-19,29.250000,29.375000,28.750000,28.812500,20.049480,197500
2000-06-20,28.625000,28.625000,28.000000,28.437500,19.788527,68600
2000-06-21,28.500000,29.250000,28.500000,29.250000,20.353914,35700
2000-06-22,29.187500,31.375000,29.000000,30.875000,21.484686,53000
2000-06-23,30.875000,30.906250,30.000000,30.187500,21.006285,53900
2000-06-26,30.000000,31.000000,29.750000,31.000000,21.571665,85500
2000-06-27,31.250000,32.625000,31.125000,32.375000,22.528477,58000
2000-06-28,32.375000,36.000000,32.000000,35.000000,24.355106,128800
2000-06-29,35.000000,35.000000,32.625000,32.625000,22.702436,292000
2000-06-30,32.875000,34.000000,29.000000,29.000000,20.179943,583600
2000-07-03,29.187500,29.625000,29.125000,29.250000,20.353914,80300
2000-07-05,29.250000,29.500000,28.375000,29.375000,20.440903,80400
2000-07-06,29.125000,29.250000,28.750000,28.875000,20.092962,56000
2000-07-07,28.625000,29.750000,28.312500,29.750000,20.701841,36300
2000-07-10,29.875000,32.125000,29.875000,32.000000,22.267521,76900
2000-07-11,32.125000,33.812500,32.125000,33.375000,23.224335,106000
2000-07-12,33.062500,34.250000,32.312500,34.250000,23.833204,286500
2000-07-13,34.250000,34.250000,33.687500,33.687500,23.441786,87400
2000-07-14,33.687500,33.875000,33.437500,33.875000,23.572273,13700
2000-07-17,33.875000,34.000000,33.062500,33.062500,23.006880,49800
2000-07-18,32.875000,32.875000,31.562500,32.312500,22.484982,60500
2000-07-19,32.312500,32.312500,31.937500,32.125000,22.354506,98500
2000-07-20,32.187500,32.625000,32.062500,32.562500,22.658947,28000
2000-07-21,32.687500,33.875000,32.687500,33.812500,23.528767,20000
2000-07-24,33.812500,36.375000,33.812500,34.062500,23.702740,103000
2000-07-25,34.125000,34.500000,33.750000,33.750000,23.485279,76600
2000-07-26,33.812500,34.375000,33.812500,34.062500,23.702740,62200
2000-07-27,34.000000,34.062500,34.000000,34.062500,23.702740,18100
2000-07-28,34.312500,34.312500,34.000000,34.000000,23.659250,129100
2000-07-31,33.937500,34.000000,33.687500,33.750000,23.485279,69000
2000-08-01,33.750000,33.750000,33.562500,33.625000,23.398308,4900
2000-08-02,33.562500,33.625000,33.500000,33.562500,23.354809,4400
2000-08-03,33.625000,33.750000,33.500000,33.625000,23.398308,26700
2000-08-04,33.750000,33.750000,33.687500,33.750000,23.485279,14900
2000-08-07,33.875000,33.875000,31.125000,32.375000,22.528477,77600
2000-08-08,32.500000,33.000000,32.500000,32.875000,22.876408,16000
2000-08-09,33.000000,33.875000,32.000000,33.875000,23.572273,57000
2000-08-10,33.875000,33.875000,33.500000,33.625000,23.398308,15600
2000-08-11,33.500000,33.500000,33.250000,33.312500,23.180845,8300
2000-08-14,33.375000,33.625000,33.312500,33.500000,23.311317,16400
2000-08-15,33.500000,33.625000,33.312500,33.375000,23.224335,17600
2000-08-16,33.500000,33.687500,33.500000,33.687500,23.441786,36700
2000-08-17,33.687500,34.875000,33.687500,34.750000,24.181139,34400
2000-08-18,34.750000,34.750000,34.500000,34.625000,24.094162,20400
2000-08-21,34.562500,35.000000,34.562500,34.875000,24.268135,15200
2000-08-22,35.000000,35.500000,35.000000,35.375000,24.616064,6200
2000-08-23,35.375000,35.437500,34.625000,34.750000,24.181139,8500
2000-08-24,34.750000,35.062500,34.562500,35.000000,24.355106,92100
2000-08-25,34.875000,35.375000,34.875000,35.312500,24.572567,33300
2000-08-28,35.312500,35.500000,35.250000,35.312500,24.572567,31200
2000-08-29,35.250000,38.500000,35.250000,38.125000,26.529676,24900
2000-08-30,38.250000,39.000000,37.250000,38.000000,26.442677,36300
2000-08-31,38.000000,41.000000,38.000000,41.000000,28.530258,45700
2000-09-01,41.250000,42.625000,41.250000,41.687500,29.008667,38900
2000-09-05,41.437500,41.750000,41.125000,41.500000,28.878197,17500
2000-09-06,41.250000,41.375000,40.375000,40.437500,28.138847,21100
2000-09-07,39.625000,39.750000,35.500000,36.625000,25.485876,241400
2000-09-08,36.500000,37.062500,36.000000,37.000000,25.746822,59900
2000-09-11,37.250000,38.625000,37.250000,38.625000,26.877609,40900
2000-09-12,38.750000,39.000000,38.375000,38.875000,27.051563,41300
2000-09-13,38.750000,38.937500,38.750000,38.937500,27.095064,7300
2000-09-14,38.875000,39.125000,38.625000,38.625000,26.877609,21800
2000-09-15,38.375000,38.500000,37.875000,38.000000,26.442677,66200
2000-09-18,37.875000,38.375000,37.625000,38.000000,26.442677,97200
2000-09-19,38.000000,38.375000,37.812500,38.375000,26.703634,20000
2000-09-20,38.125000,38.250000,38.000000,38.250000,26.616657,22100
2000-09-21,38.000000,38.000000,36.500000,36.500000,25.398901,21400
2000-09-22,36.250000,36.875000,34.625000,34.625000,24.094162,66400
2000-09-25,34.625000,36.000000,34.625000,35.625000,24.790022,60500
2000-09-26,35.625000,35.750000,35.250000,35.312500,24.572567,49400
2000-09-27,35.375000,35.375000,34.250000,34.750000,24.181139,32600
2000-09-28,34.687500,34.687500,33.250000,33.562500,23.354809,82000
2000-09-29,33.625000,34.750000,32.000000,32.000000,22.267521,72800
2000-10-02,32.250000,33.000000,31.875000,33.000000,22.963392,121600
2000-10-03,33.375000,36.000000,33.375000,35.000000,24.355106,105500
2000-10-04,35.000000,35.250000,34.062500,35.125000,24.442093,99000
2000-10-05,35.125000,36.812500,35.125000,36.812500,25.616364,40800
2000-10-06,36.812500,38.625000,36.750000,37.000000,25.746822,130100
2000-10-09,37.250000,37.500000,37.000000,37.375000,26.007761,77500
2000-10-10,37.500000,38.000000,37.500000,37.750000,26.268719,69600
2000-10-11,37.625000,37.625000,36.000000,36.062500,25.094463,32600
2000-10-12,36.062500,36.250000,35.750000,35.875000,24.963987,37900
2000-10-13,36.125000,38.625000,36.000000,38.625000,26.877609,70500
2000-10-16,38.750000,40.000000,38.750000,39.875000,27.747425,72700
2000-10-17,39.875000,40.000000,38.500000,38.750000,26.964579,112000
2000-10-18,38.000000,42.000000,38.000000,41.625000,28.965183,228500
2000-10-19,42.000000,42.500000,40.125000,40.750000,28.356306,125300
2000-10-20,40.750000,42.625000,40.750000,42.062500,29.269627,59200
2000-10-23,42.062500,42.062500,40.312500,41.375000,28.791222,96200
2000-10-24,41.250000,41.250000,38.625000,39.500000,27.486483,122100
2000-10-25,39.375000,40.500000,39.375000,40.500000,28.182329,44600
2000-10-26,40.375000,41.000000,40.375000,40.812500,28.399807,46800
2000-10-27,41.000000,43.000000,41.000000,42.437500,29.530569,124300
2000-10-30,42.500000,43.000000,41.562500,42.500000,29.574060,114300
2000-10-31,42.625000,43.000000,42.375000,42.625000,29.661053,85200
2000-11-01,42.375000,42.625000,41.500000,42.375000,29.487076,94000
2000-11-02,42.250000,44.875000,42.000000,44.250000,30.791815,58400
2000-11-03,44.500000,44.500000,43.562500,43.687500,30.400402,36600
2000-11-06,43.937500,44.250000,43.250000,43.625000,30.356909,141800
2000-11-07,43.625000,44.187500,43.500000,43.687500,30.400402,49000
2000-11-08,43.437500,43.750000,43.437500,43.500000,30.269918,50200
2000-11-09,43.375000,44.500000,42.750000,44.250000,30.791815,91200
2000-11-10,44.125000,44.500000,43.937500,44.125000,30.704830,15600
2000-11-13,44.000000,44.000000,41.000000,42.500000,29.574060,64900
2000-11-14,42.250000,43.750000,42.250000,43.375000,30.182930,41200
2000-11-15,43.250000,45.500000,43.250000,45.125000,31.400692,90700
2000-11-16,45.000000,47.937500,45.000000,46.000000,32.009583,100100
2000-11-17,46.250000,46.750000,46.000000,46.562500,32.400997,24300
2000-11-20,46.437500,46.437500,44.187500,44.875000,31.226717,59200
2000-11-21,43.250000,43.250000,39.750000,41.750000,29.052170,237700
2000-11-22,41.000000,41.500000,40.562500,41.500000,28.878197,41000
2000-11-24,41.250000,42.500000,41.250000,42.500000,29.574060,13400
2000-11-27,43.000000,43.375000,42.500000,43.125000,30.008986,49800
2000-11-28,43.125000,44.000000,43.125000,43.875000,30.530870,22400
2000-11-29,44.125000,44.125000,43.375000,44.000000,30.617859,86800
2000-11-30,44.000000,44.000000,43.000000,43.625000,30.356909,35800
2000-12-01,43.625000,44.375000,43.625000,43.812500,30.487387,14000
2000-12-04,43.750000,44.000000,42.750000,42.750000,29.748028,36700
2000-12-05,42.625000,44.000000,42.625000,44.000000,30.617859,80000
2000-12-06,44.250000,47.125000,44.250000,45.000000,31.313715,30900
2000-12-07,45.125000,45.625000,45.000000,45.437500,31.618155,31300
2000-12-08,45.500000,48.000000,45.437500,47.500000,33.053349,31800
2000-12-11,47.500000,47.500000,47.000000,47.125000,32.792412,66200
2000-12-12,47.000000,47.375000,45.000000,45.000000,31.313715,31600
2000-12-13,45.062500,45.375000,44.750000,44.750000,31.139744,102100
2000-12-14,44.750000,44.812500,44.125000,44.250000,30.791815,34800
2000-12-15,44.125000,44.125000,42.500000,43.187500,30.052471,87100
2000-12-18,43.437500,45.750000,43.437500,45.250000,31.487669,30200
2000-12-19,45.000000,45.250000,43.437500,43.437500,30.226425,83900
2000-12-20,43.250000,43.625000,41.000000,41.750000,29.052170,95100
2000-12-21,41.750000,41.937500,39.500000,40.125000,27.921387,83300
2000-12-22,40.125000,40.125000,37.625000,38.500000,26.790623,101000
2000-12-26,38.437500,39.312500,38.375000,39.312500,27.356010,31700
2000-12-27,39.375000,41.125000,38.562500,41.125000,28.617243,82800
2000-12-28,41.125000,44.250000,41.125000,43.375000,30.182930,57300
2000-12-29,43.437500,44.000000,42.000000,42.000000,29.226137,71700
2001-01-02,42.250000,42.562500,40.000000,40.000000,27.834412,54000
2001-01-03,39.750000,40.125000,39.250000,39.812500,27.703938,54000
2001-01-04,40.062500,40.687500,39.375000,39.375000,27.399496,65700
2001-01-05,39.375000,39.375000,35.375000,35.750000,24.877005,94500
2001-01-08,36.000000,37.187500,36.000000,36.500000,25.398901,75800
2001-01-09,36.875000,37.000000,36.312500,36.312500,25.268425,17900
2001-01-10,36.375000,38.000000,36.375000,37.875000,26.355707,42500
2001-01-11,37.625000,38.750000,36.625000,36.625000,25.485876,53700
2001-01-12,36.875000,37.250000,35.750000,37.000000,25.746822,51800
2001-01-16,37.500000,38.062500,36.062500,38.000000,26.442677,116400
2001-01-17,38.500000,41.500000,38.500000,40.250000,28.008369,128800
2001-01-18,40.250000,40.500000,40.000000,40.375000,28.095354,67600
2001-01-19,40.375000,41.250000,39.812500,39.812500,27.703938,62200
2001-01-22,39.812500,39.937500,39.375000,39.937500,27.790924,41200
2001-01-23,39.937500,40.375000,39.500000,40.312500,28.051855,46500
2001-01-24,40.375000,40.375000,39.187500,39.187500,27.269020,23300
2001-01-25,39.187500,39.500000,38.750000,39.500000,27.486483,140000
2001-01-26,39.500000,39.687500,39.437500,39.562500,27.529970,29500
2001-01-29,39.500000,41.310001,39.500000,41.250000,28.704231,74000
2001-01-30,41.250000,41.549999,40.750000,40.790001,28.384151,63400
2001-01-31,41.000000,41.000000,39.660000,39.919998,27.778748,42000
2001-02-01,40.000000,41.250000,39.750000,41.000000,28.530258,120700
2001-02-02,41.000000,42.599998,41.000000,42.500000,29.574060,65800
2001-02-05,42.750000,43.000000,41.000000,41.000000,28.530258,50500
2001-02-06,40.750000,41.250000,40.000000,41.200001,28.669453,35000
2001-02-07,41.200001,44.000000,41.200001,42.860001,29.824562,76500
2001-02-08,43.000000,43.400002,42.540001,43.000000,29.921986,48200
2001-02-09,43.000000,43.000000,42.200001,42.200001,29.365307,27200
2001-02-12,42.200001,43.709999,42.000000,43.389999,30.193378,33100
2001-02-13,43.139999,43.990002,43.139999,43.599998,30.339506,33900
2001-02-14,43.459999,43.459999,42.500000,43.099998,29.991585,20800
2001-02-15,43.349998,43.500000,42.700001,43.400002,30.200335,18400
2001-02-16,43.200001,43.200001,41.930000,42.099998,29.295719,29600
2001-02-20,42.099998,42.099998,39.099998,39.400002,27.416891,52200
2001-02-21,39.200001,39.799999,39.099998,39.369999,27.396011,48400
2001-02-22,39.299999,39.299999,39.000000,39.009998,27.145514,85500
2001-02-23,39.009998,39.750000,39.009998,39.750000,27.660444,62700
2001-02-26,39.799999,42.650002,39.799999,42.099998,29.295719,50100
2001-02-27,42.349998,42.500000,41.000000,41.000000,28.530258,30400
2001-02-28,41.099998,41.099998,39.000000,39.400002,27.416891,59400
2001-03-01,39.400002,40.450001,39.250000,40.299999,28.043165,19700
2001-03-02,40.200001,41.549999,40.049999,40.509998,28.189299,11000
2001-03-05,40.700001,40.799999,39.049999,39.560001,27.528221,20500
2001-03-06,39.650002,40.700001,39.250000,39.599998,27.556065,13600
2001-03-07,39.700001,40.169998,39.500000,39.900002,27.764826,23300
2001-03-08,39.900002,41.000000,39.900002,39.950001,27.799620,20700
2001-03-09,39.950001,39.950001,37.250000,37.599998,26.164351,74300
2001-03-12,38.000000,38.450001,37.349998,38.029999,26.463554,38200
2001-03-13,38.009998,39.099998,38.009998,38.990002,27.131596,21400
2001-03-14,39.000000,40.209999,38.529999,39.200001,27.277718,40500
2001-03-15,39.049999,39.200001,38.599998,38.740002,26.957623,12300
2001-03-16,38.900002,38.919998,38.049999,38.049999,26.477478,67800
2001-03-19,38.020000,38.549999,37.419998,37.950001,26.407898,117300
2001-03-20,37.950001,37.950001,36.099998,36.189999,25.183186,90500
2001-03-21,36.200001,36.250000,35.900002,35.950001,25.016182,31600
2001-03-22,35.849998,35.849998,33.930000,34.000000,23.659250,49700
2001-03-23,34.000000,34.000000,32.299999,32.599998,22.685047,131600
2001-03-26,32.599998,33.500000,31.250000,33.250000,23.137346,103500
2001-03-27,33.200001,34.939999,33.000000,34.939999,24.313358,37600
2001-03-28,35.000000,35.549999,33.599998,35.500000,24.703033,37200
2001-03-29,35.500000,37.000000,35.400002,36.349998,25.294518,34700
2001-03-30,36.250000,36.549999,35.349998,36.000000,25.050966,51100
2001-04-02,35.900002,35.959999,35.500000,35.500000,24.703033,96900
2001-04-03,35.750000,35.799999,34.700001,34.750000,24.181139,31900
2001-04-04,34.750000,34.990002,30.760000,32.000000,22.267521,97400
2001-04-05,34.000000,34.500000,33.540001,33.540001,23.339161,334400
2001-04-06,33.500000,34.250000,33.139999,33.200001,23.102560,115900
2001-04-09,33.439999,34.299999,33.439999,33.700001,23.450493,72400
2001-04-10,34.250000,34.799999,34.000000,34.799999,24.215935,96300
2001-04-11,35.250000,36.750000,35.250000,36.400002,25.329311,46500
2001-04-12,36.200001,36.599998,34.220001,34.220001,23.812338,69700
2001-04-16,34.049999,34.049999,31.500000,31.820000,22.142269,159500
2001-04-17,31.820000,33.200001,31.730000,33.000000,22.963392,247100
2001-04-18,33.250000,34.400002,33.160000,34.400002,23.937595,258300
2001-04-19,34.250000,34.480000,34.000000,34.099998,23.728828,17500
2001-04-20,34.000000,34.000000,31.950001,32.299999,22.476288,60800
2001-04-23,32.250000,32.250000,31.209999,32.000000,22.267521,72100
2001-04-24,32.000000,33.669998,32.000000,33.400002,23.241739,78400
2001-04-25,33.299999,33.919998,33.240002,33.750000,23.485279,47800
2001-04-26,33.900002,34.500000,32.400002,32.400002,22.545877,28100
2001-04-27,32.250000,33.500000,32.250000,33.500000,23.311317,23700
2001-04-30,33.400002,33.849998,33.349998,33.799999,23.520071,36000
